cat__category_Fiction,cat__category_Blues,cat__category_Woodworking,cat__goal_bucket_medium,cat__main_category_Music,num__campaign_duration,cat__goal_bucket_low,cat__goal_bucket_high,num__goal_log,num__goal,target
0.0,0.0,0.0,1.0,0.0,-0.31804565691610753,0.0,0.0,-0.0016132107729291058,-0.5051946570679593,0
0.0,0.0,0.0,0.0,1.0,-1.2686771739453848,0.0,1.0,1.3156113746097151,2.0924172080112604,1
0.0,0.0,0.0,0.0,1.0,-0.31804565691610753,1.0,0.0,-1.5110680099088334,-0.8812798765912133,0
0.0,0.0,0.0,0.0,0.0,-0.39726495000188067,0.0,1.0,0.6103014178403027,0.12452943143609409,0
0.0,0.0,0.0,0.0,0.0,-0.08038777765878821,1.0,0.0,-0.9271133743320208,-0.820056701319986,0
0.0,0.0,0.0,0.0,0.0,-0.31804565691610753,0.0,1.0,1.3156113746097151,2.0924172080112604,0
0.0,0.0,0.0,1.0,0.0,-0.31804565691610753,0.0,0.0,0.025646569857043156,-0.48770232127618,0
0.0,0.0,0.0,0.0,1.0,-0.31804565691610753,1.0,0.0,-0.9271133743320208,-0.820056701319986,1
0.0,0.0,0.0,1.0,0.0,-0.31804565691610753,0.0,0.0,0.3268751906840653,-0.23843653624332556,0
0.0,0.0,0.0,0.0,0.0,-0.08038777765878821,0.0,1.0,1.1004965167817224,1.261531257901746,1
0.0,0.0,0.0,0.0,0.0,2.0585331356570857,1.0,0.0,-0.5861512327497789,-0.7500873581528689,0
0.0,0.0,0.0,0.0,1.0,-0.31804565691610753,1.0,0.0,-0.5861512327497789,-0.7500873581528689,0
0.0,0.0,0.0,0.0,0.0,-0.08038777765878821,0.0,1.0,1.3156113746097151,2.0924172080112604,1
0.0,0.0,0.0,0.0,0.0,0.9494630324562622,0.0,1.0,1.2222661293439,1.6988396526962273,0
0.0,0.0,0.0,0.0,0.0,-0.31804565691610753,0.0,1.0,1.3156113746097151,2.0924172080112604,0
0.0,0.0,0.0,1.0,1.0,-0.08038777765878821,0.0,0.0,0.14739837545120218,-0.4002406423172837,1
0.0,0.0,0.0,1.0,0.0,0.23648939468430422,0.0,0.0,0.2503409803730148,-0.3127789633583874,1
0.0,0.0,0.0,1.0,1.0,-1.5063350532027042,0.0,0.0,0.025646569857043156,-0.48770232127618,0
0.0,0.0,0.0,0.0,0.0,-0.31804565691610753,1.0,0.0,-1.0487762233647424,-0.8375490371117652,1
0.0,0.0,0.0,1.0,0.0,0.870243739370489,0.0,0.0,0.3395157688142863,-0.2253172843994911,0
0.0,0.0,0.0,0.0,1.0,-0.31804565691610753,1.0,0.0,-0.4644328011484982,-0.7151026865693104,1
0.0,0.0,0.0,1.0,0.0,-0.08038777765878821,0.0,0.0,0.3800025411184209,-0.18158644492004297,0
0.0,0.0,0.0,0.0,0.0,-0.31804565691610753,0.0,1.0,0.899395338826362,0.69303034466892,0
0.0,0.0,0.0,1.0,0.0,-0.31804565691610753,0.0,0.0,0.2964155256990927,-0.2690481238789393,1
0.0,0.0,0.0,0.0,1.0,-0.31804565691610753,1.0,0.0,-0.5861512327497789,-0.7500873581528689,1
0.0,0.0,0.0,0.0,0.0,-0.31804565691610753,0.0,1.0,0.6103014178403027,0.12452943143609409,0
0.0,0.0,0.0,0.0,0.0,-0.31804565691610753,1.0,0.0,-1.0487762233647424,-0.8375490371117652,1
0.0,0.0,0.0,0.0,0.0,-0.31804565691610753,0.0,1.0,1.3156113746097151,2.0924172080112604,0
0.0,0.0,0.0,0.0,0.0,2.0585331356570857,0.0,1.0,0.7593296973875208,0.386914468312783,0
0.0,0.0,0.0,0.0,0.0,-0.31804565691610753,1.0,0.0,-0.3154490287860014,-0.6626256791939726,1
0.0,0.0,0.0,1.0,0.0,-0.31804565691610753,0.0,0.0,-0.04470974456470092,-0.5314331607556282,0
0.0,0.0,0.0,0.0,0.0,2.0585331356570857,1.0,0.0,-0.3154490287860014,-0.6626256791939726,1
0.0,0.0,0.0,0.0,0.0,-0.31804565691610753,0.0,1.0,1.3156113746097151,2.0924172080112604,0
0.0,0.0,0.0,1.0,0.0,1.503998084056674,0.0,0.0,0.2503409803730148,-0.3127789633583874,0
0.0,0.0,0.0,0.0,0.0,-0.31804565691610753,0.0,1.0,1.3156113746097151,2.0924172080112604,0
0.0,0.0,0.0,1.0,0.0,-1.0310192946880654,0.0,0.0,0.025646569857043156,-0.48770232127618,1
0.0,0.0,0.0,0.0,0.0,-0.39726495000188067,0.0,1.0,1.3156113746097151,2.0924172080112604,0
